category,sub_category,title,description,price,image_url
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i5 1235U (25P231),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",16.490.000,https://cdn.tgdd.vn/Products/Images/44/321192/dell-inspiron-15-3520-i5-25p231-250424-020344-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i3, 1215U, 1.2GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",10.490.000,https://cdn.tgdd.vn/Products/Images/44/302266/dell-inspiron-15-3520-i3-i3u082w11blu-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 15 3520 i3 1215U (V5I3614W1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i3, 1215U, 1.2GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.83 kg",10.490.000,https://cdn.tgdd.vn/Products/Images/44/305655/dell-vostro-3520-i3-v5i3614w1-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 15 3520 i5 1235U (5M2TT2),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.67 kg",15.490.000,https://cdn.tgdd.vn/Products/Images/44/303835/dell-vostro-15-3520-i5-5m2tt2-thumb-laptop-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",15.190.000,https://cdn.tgdd.vn/Products/Images/44/296921/dell-inspiron-15-3520-i5u085w11blu-ab-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 15 3520 i5 1235U (V5I5610W1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.85 kg",15.490.000,https://cdn.tgdd.vn/Products/Images/44/322070/dell-vostro-15-3520-i5-v5i5610w1-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i5 1235U (71027003),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",15.190.000,https://cdn.tgdd.vn/Products/Images/44/321193/dell-inspiron-15-3520-i5-71027003-glr-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i7 1355U (N3530I716W1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i7, 1355U, 1.7GHz | Card: MX550 2GB | Pin: 4-cell, 54Wh | Khối lượng: 1.65 kg",24.490.000,https://cdn.tgdd.vn/Products/Images/44/314841/dell-inspiron-15-3530-i7-n3530i716w1-thumb-2-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 15 3520 i5 1235U (i5U165W11GRU),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",16.490.000,https://cdn.tgdd.vn/Products/Images/44/324340/dell-vostro-15-3520-i5-i5u165w11gru-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i3 1215U (71003264),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i3, 1215U, 1.2GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",11.790.000,https://cdn.tgdd.vn/Products/Images/44/309293/dell-inspiron-3520-i3-71003264-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 15 3520 i3 1215U (5M2TT1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i3, 1215U, 1.2GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.67 kg",11.790.000,https://cdn.tgdd.vn/Products/Images/44/311210/dell-vostro-15-3520-i3-5m2tt1-090823-041032-600x600.png
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i7 1355U (71035574),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i7, 1355U, 1.7GHz | Card: Intel Iris Xe | Pin: 4-cell, 54Wh | Khối lượng: 1.66 kg",21.990.000,https://cdn.tgdd.vn/Products/Images/44/324338/dell-inspiron-15-3530-i7-71035574-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i7 1355U (71011775),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i7, 1355U, 1.7GHz | Card: Intel UHD | Pin: 4-cell, 54Wh | Khối lượng: 1.66 kg",18.990.000,https://cdn.tgdd.vn/Products/Images/44/314833/dell-inspiron-15-3530-i7-71011775-thumb-2-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i5 1335U (N5I5791W1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1335U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-cell, 41Wh | Khối lượng: 1.66 kg",18.990.000,https://cdn.tgdd.vn/Products/Images/44/315952/dell-inspiron-15-3530-i5-n5i5791w1-thumb-1-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3520 i5 1235U (N5I5011W1),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1235U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-cell, 41Wh | Khối lượng: 1.9 kg",16.490.000,https://cdn.tgdd.vn/Products/Images/44/321191/dell-inspiron-15-3520-i5-n5i5011w1-250424-020229-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),"Màn hình: 15.6"", Full HD/Full HD+, 120Hz | CPU: i5, 1335U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.66 kg",16.990.000,https://cdn.tgdd.vn/Products/Images/44/309243/dell-inspiron-3530-i5-1335u-i5u085w11blu-glr-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 15 3530 i5 1335U (71014840),"Màn hình: 15.6"", Full HD, 120Hz | CPU: i5, 1335U, 1.3GHz | Card: MX550 2GB | Pin: 3-cell, 41Wh | Khối lượng: 1.63 kg",16.990.000,https://cdn.tgdd.vn/Products/Images/44/314832/dell-inspiron-15-3530-i5-71014840-180923-082008-600x600.jpg
Máy tính xách tay,Dell,Dell Vostro 14 3430 i5 1335U (71011900),"Màn hình: 14"", Full HD/Full HD+ | CPU: i5, 1335U, 1.3GHz | Card: Intel UHD | Pin: 3-cell, 41Wh | Khối lượng: 1.44 kg",17.290.000,https://cdn.tgdd.vn/Products/Images/44/314830/dell-vostro-3430-i5-71011900-glr-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 14 7430 2-in-1 i7 1355U (i7U165W11SLU),"Màn hình: 14"", Full HD/Full HD+, Cảm ứng | CPU: i7, 1355U, 1.7GHz | Card: Intel Iris Xe | Pin: 4-cell, 54Wh | Khối lượng: 1.62 kg",27.990.000,https://cdn.tgdd.vn/Products/Images/44/309305/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu-glr-thumb-600x600.jpg
Máy tính xách tay,Dell,Dell Inspiron 14 5440 Core 7 150U (N4I7204W1),"Màn hình: 14"", Full HD+ | CPU: Core 7, 150U | Card: Intel Iris Xe | Pin: 4-cell, 54Wh | Khối lượng: 1.67 kg",24.990.000,https://cdn.tgdd.vn/Products/Images/44/325244/dell-inspiron-14-5440-core-7-n4i7204w1-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 Thin 12UCX i5 12450H (873VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i5, 12450H, 2GHz | Card: RTX 2050 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",16.990.000,https://cdn.tgdd.vn/Products/Images/44/316940/msi-gaming-gf63-thin-12ucx-i5-873vn-glr-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 Thin 12UC i7 12650H (887VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i7, 12650H, 2.30 GHz | Card: RTX 3050 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",18.990.000,https://cdn.tgdd.vn/Products/Images/44/316941/msi-gaming-gf63-thin-12uc-i7-887vn-glr-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Modern 15 B12MO i5 1235U (628VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: i5, 1235U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.7 kg",13.490.000,https://cdn.tgdd.vn/Products/Images/44/311016/msi-modern-15-b12mo-i5-628vn-thumb-1-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming Bravo 15 B7ED R5 7535HS (010VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: Ryzen 5, 7535HS, 3.3GHz | Card: RX 6550M 4GB | Pin: 3-cell, 53.5Wh | Khối lượng: 2.25 kg",16.990.000,https://cdn.tgdd.vn/Products/Images/44/314849/msi-bravo-15-b7ed-r5-010vn-thumb-2-600x600.png
Máy tính xách tay,Msi,MSI Modern 14 C11M i3 1115G4 (011VN),"Màn hình: 14"", Full HD/Full HD+ | CPU: i3, 1115G4, 3GHz | Card: Intel UHD | Pin: 3-cell, 39Wh | Khối lượng: 1.4 kg",8.490.000,https://cdn.tgdd.vn/Products/Images/44/304539/msi-modern-14-c11m-i3-011vn-040523-124356-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 12UC i5 12450H (803VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i5, 12450H, 2GHz | Card: RTX 3050 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",17.490.000,https://cdn.tgdd.vn/Products/Images/44/310448/msi-gf63-12uc-i5-803vn-glr-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Modern 15 B12MO i5 1235U (625VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: i5, 1235U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.7 kg",11.990.000,https://cdn.tgdd.vn/Products/Images/44/310449/msi-modern-15-b12mo-i5-625vn-glr-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 Thin 12VE i5 12450H (460VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i5, 12450H, 2GHz | Card: RTX 4050 6GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",21.490.000,https://cdn.tgdd.vn/Products/Images/44/308697/msi-gaming-gf63-thin-12ve-i5-460vn-thumb-600x600.png
Máy tính xách tay,Msi,MSI Modern 15 B7M R5 7530U (231VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: Ryzen 5, 7530U, 2GHz | Card: Radeon | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.75 kg",12.990.000,https://cdn.tgdd.vn/Products/Images/44/307649/msi-modern-15-b7m-r5-231vn-070723-062809-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 Thin 11UC i7 11800H (1228VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i7, 11800H, 2.30 GHz | Card: RTX 3050 Max-Q, 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",17.990.000,https://cdn.tgdd.vn/Products/Images/44/306133/msi-gaming-gf63-thin-11uc-i7-1228vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 12UCX i5 12450H (841VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i5, 12450H, 2GHz | Card: RTX 2050 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",15.990.000,https://cdn.tgdd.vn/Products/Images/44/313179/msi-gaming-gf63-12ucx-i5-841vn-thumb-1-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming GF63 Thin 11UC i5 11400H (1230VN),"Màn hình: 15.6"", Full HD, 144Hz | CPU: i5, 11400H, 2.7GHz | Card: RTX 3050 Max-Q, 4GB | Pin: 3-cell Li-ion, 52.4 Wh | Khối lượng: 1.86 kg",14.990.000,https://cdn.tgdd.vn/Products/Images/44/303499/msi-gaming-gf63-thin-11uc-i5-1230vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming Sword 16 HX B14VFKG i7 14700HX (045VN),"Màn hình: 16"", 2K, 240Hz | CPU: i7, 14700HX, 2.1GHz | Card: RTX 4060 8GB | Pin: 4-cell, 65Wh | Khối lượng: 2.3 kg",37.990.000,https://cdn.tgdd.vn/Products/Images/44/322100/msi-gaming-sword-16-hx-b14vfkg-i7-045vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN),"Màn hình: 13.3"", 2K | CPU: Ultra 7, 155H, 1.4GHz | Card: Intel Arc Graphics | Pin: 4-cell Li-ion, 75 Wh | Khối lượng: 0.99 kg",33.990.000,https://cdn.tgdd.vn/Products/Images/44/322959/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn-070424-040052-600x600.jpg
Máy tính xách tay,Msi,MSI Modern 15 B12MO i7 1255U (487VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: i7, 1255U, 1.7GHz | Card: Intel Iris Xe | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.7 kg",15.990.000,https://cdn.tgdd.vn/Products/Images/44/310450/msi-modern-15-b12mo-i7-487vn-thumb-1-600x600.jpg
Máy tính xách tay,Msi,MSI Modern 15 B13M i5 1335U (438VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: i5, 1335U, 1.3GHz | Card: Intel Iris Xe | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.7 kg",13.990.000,https://cdn.tgdd.vn/Products/Images/44/306141/msi-modern-15-b13m-i5-438vn-070723-063309-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming Katana 15 B13VFK i7 13620H (676VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: i7, 13620H, 2.4GHz | Card: RTX 4060 8GB | Pin: 3-cell, 53.5Wh | Khối lượng: 2.25 kg",29.990.000,https://cdn.tgdd.vn/Products/Images/44/310447/msi-katana-15-b13vfk-i7-676vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming Thin A15 B7UCX R5 7535HS (020VN),"Màn hình: 15.6"", Full HD/Full HD+, 144Hz | CPU: Ryzen 5, 7535HS, 3.3GHz | Card: RTX 2050 4GB | Pin: 3-cell, 53.5Wh | Khối lượng: 1.86 kg",17.990.000,https://cdn.tgdd.vn/Products/Images/44/322097/msi-gaming-thin-a15-b7ucx-r5-020vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Modern 15 B7M R7 7730U (238VN),"Màn hình: 15.6"", Full HD/Full HD+ | CPU: Ryzen 7, 7730U, 2GHz | Card: Radeon | Pin: 3-Cell, 39.3 Wh | Khối lượng: 1.75 kg",14.990.000,https://cdn.tgdd.vn/Products/Images/44/311015/msi-modern-15-b7m-r7-238vn-thumb-600x600.jpg
Máy tính xách tay,Msi,MSI Gaming Stealth 16 AI Studio A1VGG Ultra 9 185H (089VN),"Màn hình: 16"", 2K, 240Hz | CPU: Ultra 9, 185H, 2.30 GHz | Card: RTX 4070 8GB | Pin: 4-cell, 99.9Wh | Khối lượng: 1.99 kg",64.490.000,https://cdn.tgdd.vn/Products/Images/44/322946/msi-gaming-stealth-16-ai-studio-a1vgg-ultra-9-089vn-thumb-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch SE 2023 GPS 40mm viền nhôm dây thể thao,"Màn hình: OLED | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Tính quãng đường chạy | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",5.990.000,https://cdn.tgdd.vn/Products/Images/7077/316007/apple-watch-se-2023-40mm-vien-nhom-day-silicone-xanh-duong-thumb-1-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch Series 9 GPS 41mm viền nhôm dây thể thao,"Màn hình: OLED, 1.9 inch | Theo dõi sức khỏe: Ước tính ngày rụng trứng, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",9.390.000,https://cdn.tgdd.vn/Products/Images/7077/314705/apple-watch-s9-41mm-vien-nhom-day-silicone-hong-thumb-2-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean,"Màn hình: OLED, 1.92 inch | Theo dõi sức khỏe: Ước tính ngày rụng trứng, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",20.990.000,https://cdn.tgdd.vn/Products/Images/7077/314710/apple-watch-ultra-lte-49mm-vien-titanium-day-ocean-trang-thumb-4-1-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch Series 9 GPS 41mm viền nhôm dây vải,"Màn hình: OLED, 1.9 inch | Theo dõi sức khỏe: Ước tính ngày rụng trứng, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",9.890.000,https://cdn.tgdd.vn/Products/Images/7077/315998/apple-watch-s9-41mm-vien-nhom-day-vai-hong-thumb-1-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch SE 2023 GPS 40mm viền nhôm dây vải,"Màn hình: OLED | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Tính quãng đường chạy | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",6.190.000,https://cdn.tgdd.vn/Products/Images/7077/316008/apple-watch-se-2023-40mm-vien-nhom-day-vai-xanh-thumb-1-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch Series 9 GPS 45mm viền nhôm dây thể thao,"Màn hình: OLED, 1.9 inch | Theo dõi sức khỏe: Ước tính ngày rụng trứng, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",10.790.000,https://cdn.tgdd.vn/Products/Images/7077/314708/apple-watch-s9-41mm-vien-nhom-day-silicone-xanh-thumb-2-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch Series 9 GPS 45mm viền nhôm dây vải,"Màn hình: OLED, 1.9 inch | Theo dõi sức khỏe: Ước tính ngày rụng trứng, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",10.790.000,https://cdn.tgdd.vn/Products/Images/7077/316001/apple-watch-s9-45mm-vien-nhom-day-vai-xanh-den-thumb-1-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch SE 2022 GPS + Cellular 44mm viền nhôm dây thể thao,"Màn hình: OLED | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Tính quãng đường chạy | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",7.990.000,https://cdn.tgdd.vn/Products/Images/7077/289801/apple-watch-se-2022-lte-44mm-den-xanh-tn-600x600.jpg
Đồng hồ thông minh,Apple,Apple Watch SE 2023 GPS 44mm viền nhôm dây thể thao size S/M,"Màn hình: OLED | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Tính quãng đường chạy | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",6.990.000,https://cdn.tgdd.vn/Products/Images/7077/316014/apple-watch-se-2023-44mm-vien-nhom-day-silicone-day-ngan-xanh-den-thumb-1-600x600.jpg
Đồng hồ thông minh,Befit,BeFit Active 2 42mm dây silicone,"Màn hình: IPS, 1.46 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",1.190.000,https://cdn.tgdd.vn/Products/Images/7077/322836/befit-active-2-hong-tb-600x600.jpg
Đồng hồ thông minh,Befit,BeFit WatchFit 46.7mm dây silicone,"Màn hình: IPS, 1.57 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",710.000,https://cdn.tgdd.vn/Products/Images/7077/306530/befit-watch-fit-hong-tn-600x600.jpg
Đồng hồ thông minh,Befit,BeFit Watch Ultra S 52.1mm dây silicone,"Màn hình: AMOLED, 1.95 inch | Theo dõi sức khỏe: Đo nồng độ oxy (SpO2), Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",1.190.000,https://cdn.tgdd.vn/Products/Images/7077/315598/befit-watch-ultra-s-day-silicone-tb-600x600.jpg
Đồng hồ thông minh,Befit,BeFit B3s 44mm dây silicone,"Màn hình: IPS, 1.69 inch | Theo dõi sức khỏe: Đo nồng độ oxy (SpO2), Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",790.000,https://cdn.tgdd.vn/Products/Images/7077/318519/befit-b3s-vang-thumb-1-600x600.jpg
Đồng hồ thông minh,Befit,BeFit WatchS 45mm dây silicone,"Màn hình: AMOLED, 1.78 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Tin nhắn, Messenger (Facebook), Line",1.190.000,https://cdn.tgdd.vn/Products/Images/7077/313840/befit-watch-s-day-silicone-hong-tn-600x600.jpg
Đồng hồ thông minh,Befit,BeFit Sporty 2 Pro 44.8mm dây da,"Màn hình: AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",990.000,https://cdn.tgdd.vn/Products/Images/7077/296858/befit-sporty-2-pro-den-tn-600x600.jpg
Đồng hồ thông minh,Befit,BeFit Hunter2 47.8mm dây silicone,"Màn hình: IPS, 1.46 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",1.490.000,https://cdn.tgdd.vn/Products/Images/7077/325619/befit-hunter2-day-silicone-den-tb-600x600.jpg
Đồng hồ thông minh,Befit,BeFit WatchS 45mm dây nam châm,"Màn hình: AMOLED, 1.78 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Tin nhắn, Messenger (Facebook), Line",1.430.000,https://cdn.tgdd.vn/Products/Images/7077/312907/befit-watch-s-day-nam-cham-trang-hong-thumb-10-600x600.jpg
Đồng hồ thông minh,Befit,BeFit Watch Ultra 52.6mm dây silicone,"Màn hình: AMOLED, 1.95 inch | Theo dõi sức khỏe: Đo nồng độ oxy (SpO2), Đo nhịp tim, Đo huyết áp | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",1.190.000,https://cdn.tgdd.vn/Products/Images/7077/315596/befit-watch-ultra-day-silicone-tb-600x600.jpg
